#airframe_info, log_version="1.00", airframe_name="Cessna 172S", unit_software_part_number="006-B0319-A3", unit_software_version="12.03", system_software_part_number="006-B0563-26", system_id="294E6E185", mode=NORMAL, 
#yyy-mm-dd, hh:mm:ss,   hh:mm,  ident,      degrees,      degrees, ft Baro,  inch,  ft msl, deg C,     kt,     kt,     fpm,    deg,    deg,      G,      G,   deg,   deg, volts, volts,  amps,  amps,   gals,   gals,      gph,   deg F,     psi,    rpm,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,  ft wgs,  kt, enum,    deg,    MHz,    MHz,     MHz,     MHz,    fsd,    fsd,     kt,   deg,     nm,    deg,    deg,   bool,  enum,   enum,   deg,   deg,   fpm,   enum,   mt,    mt,     mt,    mt,     mt
  Lcl Date, Lcl Time, UTCOfst, AtvWpt,     Latitude,    Longitude,    AltB, BaroA,  AltMSL,   OAT,    IAS, GndSpd,    VSpd,  Pitch,   Roll,  LatAc, NormAc,   HDG,   TRK, volt1, volt2,  amp1,  amp2,  FQtyL,  FQtyR, E1 FFlow, E1 OilT, E1 OilP, E1 RPM, E1 CHT1, E1 CHT2, E1 CHT3, E1 CHT4, E1 EGT1, E1 EGT2, E1 EGT3, E1 EGT4,  AltGPS, TAS, HSIS,    CRS,   NAV1,   NAV2,    COM1,    COM2,   HCDI,   VCDI, WndSpd, WndDr, WptDst, WptBrg, MagVar, AfcsOn, RollM, PitchM, RollC, PichC, VSpdG, GPSfix,  HAL,   VAL, HPLwas, HPLfd, VPLwas
2014-10-29, 10:01:59,  -05:00,       ,   47.9504051,  -97.1732864,   826.3, 30.12,   833.6,   3.0,   0.00,   0.00,    3.56,   1.08,   0.00,   0.00,   0.00, 175.2, 267.3,  28.0,  28.0,   2.9,   0.4,  21.76,  21.54,     2.28,  122.45,   55.95,  986.8,  157.11,  164.14,  162.30,  170.31,  986.25,  986.21, 1012.43, 1014.31,   745.8,   0,  GPS,  252.5, 114.30, 111.00, 120.550, 124.575,       ,       ,       ,      ,       ,       ,    3.3,       ,      ,       ,      ,      ,  -3.9,     3D, 3704,      ,       ,  68.5,       
2014-10-29, 10:02:00,  -05:00,       ,   47.9504051,  -97.1732864,   826.3, 30.12,   834.0,   3.0,   0.00,   0.00,    0.54,   1.07,  -0.01,   0.00,   0.01, 175.2, 267.3,  28.0,  28.0,   3.0,   0.4,  21.76,  21.59,     2.27,  122.41,   56.00,  993.6,  157.56,  164.58,  162.62,  170.65,  987.81,  985.60, 1015.41, 1015.73,   746.2,   0,  GPS,  252.5, 114.30, 111.00, 120.550, 119.400,       ,       ,       ,      ,       ,       ,    3.3,       ,      ,       ,      ,      ,   0.0,     3D, 3704,      ,       ,  68.5,       
2014-10-29, 10:02:01,  -05:00,       ,   47.9504089,  -97.1732864,   826.3, 30.12,   832.0,   3.0,   0.00,   0.00,   -0.11,   1.04,  -0.02,   0.02,   0.00, 175.2, 267.3,  28.0,  28.0,   2.9,   0.4,  21.76,  21.59,     2.27,  122.37,   56.11,  998.1,  157.86,  164.91,  162.90,  171.00,  989.80,  987.34, 1016.10, 1016.04,   744.2,   0,  GPS,  252.5, 114.30, 111.00, 120.550, 119.400,       ,       ,       ,      ,       ,       ,    3.3,       ,      ,       ,      ,      ,   3.9,     3D, 3704,      ,       ,  76.5,       
2014-10-29, 10:02:02,  -05:00,       ,   47.9504089,  -97.1732864,   826.3, 30.12,   832.2,   3.0,   0.00,   0.00,   -7.16,   1.04,  -0.02,   0.00,  -0.01, 175.2, 267.3,  28.0,  28.0,   2.8,   0.4,  21.71,  21.54,     2.28,  122.33,   56.20, 1009.0,  158.37,  165.40,  163.33,  171.47,  990.39,  989.84, 1016.49, 1016.93,   744.4,   0,  GPS,  252.5, 114.30, 111.00, 120.550, 119.400,       ,       ,       ,      ,       ,       ,    3.3,       ,      ,       ,      ,      ,   0.0,     3D, 3704,      ,       ,  76.5,       
2014-10-29, 10:02:03,  -05:00,       ,   47.9504089,  -97.1732864,   826.3, 30.12,   832.6,   3.0,   0.00,   0.00,   -0.94,   1.05,   0.02,  -0.00,   0.01, 175.1, 267.3,  28.0,  28.0,   2.9,   0.4,  21.71,  21.54,     2.24,  122.28,   56.21, 1011.5,  158.80,  165.80,  163.66,  171.85,  991.42,  990.74, 1017.31, 1017.45,   744.8,   0,  GPS,  252.5, 114.30, 111.00, 120.550, 119.400,       ,       ,       ,      ,       ,       ,    3.3,       ,      ,       ,      ,      ,   0.0,     3D, 3704,      ,       ,  76.5,       
2014-10-29, 10:02:04,  -05:00,       ,   47.9504089,  -97.1732864,   826.3, 30.12,   832.6,   3.0,   0.00,   0.00,   -5.98,   1.07,   0.01,  -0.00,   0.01, 175.1, 267.3,  28.0,  28.0,   2.9,   0.4,  21.71,  21.54,     2.24,  122.24,   56.28, 1008.6,  159.17,  166.28,  164.03,  172.31,  993.60,  990.86, 1017.95, 1018.42,   744.8,   0,  GPS,  252.5, 114.30, 111.00, 120.550, 119.400,       ,       ,       ,      ,       ,       ,    3.3,       ,      ,       ,      ,      ,   0.0,     3D, 3704,      ,       ,  76.5,       
2014-10-29, 10:02:05,  -05:00,       ,   47.9504089,  -97.1732864,   826.3, 30.12,   832.7,   3.0,   0.00,   0.00,   -3.48,   1.05,   0.01,   0.00,   0.00, 175.1, 267.3,  28.0,  28.0,   2.8,   0.3,  21.71,  21.54,     2.24,  122.20,   56.26, 1009.6,  159.71,  166.78,  164.51,  172.82,  995.42,  991.26, 1018.67, 1020.47,   744.9,   0,  GPS,  252.5, 114.30, 111.00, 120.550, 119.400,       ,       ,       ,      ,       ,       ,    3.3,       ,      ,       ,      ,      ,   0.0,     3D, 3704,      ,       ,  76.5,       
2014-10-29, 10:02:06,  -05:00,       ,   47.9504089,  -97.1732864,   826.3, 30.12,   832.6,   3.0,   0.00,   0.00,   -0.11,   1.04,   0.00,  -0.00,  -0.00, 175.0, 267.3,  28.0,  28.0,   2.8,   0.4,  21.71,  21.59,     2.30,  122.16,   56.18, 1007.2,  160.23,  167.21,  164.88,  173.22,  996.48,  992.26, 1019.07, 1022.91,   744.8,   0,  GPS,  252.5, 114.30, 111.00, 120.550, 119.400,       ,       ,       ,      ,       ,       ,    3.3,       ,      ,       ,      ,      ,   0.0,     3D, 3704,      ,       ,  76.5,       
2014-10-29, 10:02:07,  -05:00,       ,   47.9504051,  -97.1733017,   826.3, 30.12,   832.6,   3.0,   0.00,   0.00,   -0.00,   1.04,   0.00,  -0.00,   0.01, 175.0, 267.3,  28.0,  28.0,   2.8,   0.4,  21.71,  21.54,     2.29,  122.12,   56.40, 1014.0,  160.62,  167.64,  165.24,  173.63,  996.91,  993.05, 1019.87, 1024.96,   744.8,   0,  GPS,  252.5, 114.30, 111.00, 120.550, 119.400,       ,       ,       ,      ,       ,       ,    3.3,       ,      ,       ,      ,      ,   0.0,     3D, 3704,      ,       ,  90.0,       
2014-10-29, 10:02:08,  -05:00,       ,   47.9504051,  -97.1733017,   826.3, 30.12,   832.5,   3.0,   0.00,   0.00,   -0.00,   1.05,  -0.01,  -0.01,  -0.01, 174.9, 267.3,  28.0,  28.0,   2.6,   0.3,  21.71,  21.54,     2.28,  122.07,   56.31, 1009.5,  161.10,  168.11,  165.60,  174.06,  998.15,  993.81, 1020.65, 1025.84,   744.7,   0,  GPS,  252.5, 114.30, 111.00, 120.550, 119.400,       ,       ,       ,      ,       ,       ,    3.3,       ,      ,       ,      ,      ,   0.0,     3D, 3704,      ,       ,  90.0,       
2014-10-29, 10:02:09,  -05:00,       ,   47.9504089,  -97.1733017,   826.3, 30.12,   832.4,   3.0,   0.00,   0.00,   -0.00,   1.08,  -0.01,  -0.01,  -0.01, 174.8, 267.3,  28.0,  28.0,   2.8,   0.4,  21.71,  21.54,     2.26,  122.03,   56.27, 1010.5,  161.60,  168.64,  166.06,  174.55, 1001.12,  994.78, 1021.62, 1026.12,   744.6,   0,  GPS,  252.5, 114.30, 111.00, 120.550, 119.400,       ,       ,       ,      ,       ,       ,    3.3,       ,      ,       ,      ,      ,   0.0,     3D, 3704,      ,       ,  90.0,       
2014-10-29, 10:02:10,  -05:00,       ,   47.9504051,  -97.1733017,   826.3, 30.12,   832.7,   3.0,   0.00,   0.00,    8.09,   1.05,  -0.03,  -0.02,  -0.02, 174.8, 267.3,  28.0,  28.0,   2.8,   0.4,  21.71,  21.54,     2.23,  121.99,   56.23, 1007.5,  162.03,  169.08,  166.43,  174.98, 1004.57,  995.49, 1023.04, 1025.78,   744.9,   0,  GPS,  252.5, 114.30, 111.00, 120.550, 119.400,       ,       ,       ,      ,       ,       ,    3.3,       ,      ,       ,      ,      ,   0.0,     3D, 3704,      ,       ,  90.0,       
2014-10-29, 10:02:11,  -05:00,       ,   47.9504051,  -97.1733017,   826.3, 30.12,   832.4,   3.0,   0.00,   0.00,   13.16,   1.09,  -0.01,   0.00,   0.00, 174.8, 267.3,  28.0,  28.0,   2.7,   0.3,  21.71,  21.59,     2.25,  121.95,   56.23, 1005.9,  162.42,  169.53,  166.80,  175.44, 1008.05,  996.17, 1025.36, 1026.40,   744.6,   0,  GPS,  252.5, 114.30, 111.00, 120.550, 119.400,       ,       ,       ,      ,       ,       ,    3.3,       ,      ,       ,      ,      ,   0.0,     3D, 3704,      ,       ,  90.0,       
2014-10-29, 10:02:12,  -05:00,       ,   47.9504051,  -97.1733017,   835.5, 30.13,   832.5,   3.0,   0.00,   0.00,    0.69,   1.05,  -0.01,  -0.00,  -0.01, 174.7, 267.3,  28.0,  28.0,   2.7,   0.3,  21.71,  21.54,     2.24,  121.91,   56.42, 1015.1,  162.99,  169.99,  167.20,  175.87, 1009.11,  996.97, 1026.95, 1027.61,   744.7,   0,  GPS,  252.5, 114.30, 111.00, 120.550, 119.400,       ,       ,       ,      ,       ,       ,    3.3,       ,      ,       ,      ,      ,   0.0,     3D, 3704,      ,       ,  90.0,       
2014-10-29, 10:02:13,  -05:00,       ,   47.9504051,  -97.1733017,   835.5, 30.13,   832.5,   3.0,   0.00,   0.00,    0.03,   1.08,  -0.05,   0.00,   0.00, 174.6, 267.3,  28.0,  28.0,   2.6,   0.3,  21.71,  21.59,     2.24,  121.86,   56.35, 1011.9,  163.44,  170.54,  167.66,  176.36, 1009.71,  998.31, 1027.51, 1029.38,   744.7,   0,  GPS,  252.5, 114.30, 111.00, 120.550, 119.400,       ,       ,       ,      ,       ,       ,    3.3,       ,      ,       ,      ,      ,   0.0,     3D, 3704,      ,       ,  90.0,       
2014-10-29, 10:02:14,  -05:00,       ,   47.9504051,  -97.1733017,   836.5, 30.13,   832.5,   3.0,   0.00,   0.00,    6.44,   1.05,  -0.01,  -0.01,  -0.02, 174.6, 267.3,  28.0,  28.0,   2.7,   0.3,  21.71,  21.54,     2.22,  121.82,   56.46, 1014.2,  163.74,  170.90,  167.97,  176.73, 1011.31,  999.56, 1027.64, 1032.42,   744.7,   0,  GPS,  252.5, 114.30, 111.00, 120.550, 119.400,       ,       ,       ,      ,       ,       ,    3.3,       ,      ,       ,      ,      ,   0.0,     3D, 3704,      ,       ,  90.0,       
2014-10-29, 10:02:15,  -05:00,       ,   47.9504051,  -97.1733017,   836.5, 30.13,   832.5,   3.0,   0.00,   0.00,    0.72,   1.07,  -0.03,   0.01,   0.00, 174.5, 267.3,  28.0,  28.0,   2.7,   0.4,  21.71,  21.54,     2.22,  121.78,   56.46, 1019.3,  164.34,  171.44,  168.40,  177.30, 1012.24, 1000.73, 1028.77, 1032.90,   744.7,   0,  GPS,  252.5, 114.30, 111.00, 120.550, 119.400,       ,       ,       ,      ,       ,       ,    3.3,       ,      ,       ,      ,      ,   0.0,     3D, 3704,      ,       ,  90.0,       
2014-10-29, 10:02:16,  -05:00,       ,   47.9504051,  -97.1733017,   835.5, 30.13,   832.2,   3.0,   0.00,   0.00,    0.02,   1.08,  -0.02,  -0.00,  -0.00, 174.5, 267.3,  28.0,  28.0,   2.7,   0.3,  21.71,  21.54,     2.23,  121.74,   56.34, 1015.3,  164.78,  171.91,  168.77,  177.73, 1012.20, 1002.14, 1030.06, 1032.44,   744.4,   0,  GPS,  252.5, 114.30, 111.00, 120.550, 119.400,       ,       ,       ,      ,       ,       ,    3.3,       ,      ,       ,      ,      ,  -3.9,     3D, 3704,      ,       ,  90.0,       
2014-10-29, 10:02:17,  -05:00,       ,   47.9504051,  -97.1733017,   835.5, 30.13,   831.9,   3.0,   0.00,   0.00,   -3.49,   1.10,   0.01,   0.00,   0.01, 174.4, 267.3,  28.0,  28.0,   2.5,   0.3,  21.71,  21.54,     2.20,  121.70,   56.42, 1015.5,  165.02,  172.22,  168.99,  178.01, 1013.54, 1004.13, 1030.97, 1033.00,   744.1,   0,  GPS,  252.5, 114.30, 111.00, 120.550, 119.400,       ,       ,       ,      ,       ,       ,    3.3,       ,      ,       ,      ,      ,   0.0,     3D, 3704,      ,       ,  90.0,       
2014-10-29, 10:02:18,  -05:00,       ,   47.9504051,  -97.1733017,   835.5, 30.13,   831.9,   3.0,   0.00,   0.00,   -0.56,   1.05,  -0.03,   0.01,  -0.03, 174.4, 267.3,  28.0,  28.0,   2.6,   0.3,  21.71,  21.49,     2.30,  121.66,   56.47, 1013.4,  164.87,  172.07,  168.79,  177.85, 1014.42, 1005.37, 1030.75, 1034.45,   744.0,   0,  GPS,  252.5, 114.30, 111.00, 120.550, 119.400,       ,       ,       ,      ,       ,       ,    3.3,       ,      ,       ,      ,      ,   0.0,     3D, 3704,      ,       ,  90.0,       
2014-10-29, 10:02:19,  -05:00,       ,   47.9504051,  -97.1733017,   835.5, 30.13,   831.8,   3.0,   0.00,   0.00,   -0.02,   1.05,  -0.01,   0.01,   0.00, 174.4, 267.3,  28.0,  28.0,   2.7,   0.3,  21.71,  21.49,     2.32,  121.61,   56.44, 1014.9,  165.39,  172.58,  169.21,  178.34, 1015.76, 1007.08, 1031.93, 1037.50,   744.0,   0,  GPS,  252.5, 114.30, 111.00, 120.550, 119.400,       ,       ,       ,      ,       ,       ,    3.3,       ,      ,       ,      ,      ,  -3.9,     3D, 3704,      ,       ,  90.0,       
2014-10-29, 10:02:20,  -05:00,       ,   47.9504051,  -97.1733017,   835.5, 30.13,   831.8,   3.0,   0.00,   0.00,   -0.00,   1.08,  -0.03,  -0.01,   0.01, 174.3, 267.3,  28.0,  28.0,   2.5,   0.3,  21.71,  21.49,     2.27,  121.57,   56.45, 1018.7,  165.73,  173.03,  169.62,  178.78, 1015.99, 1008.09, 1031.75, 1039.58,   744.0,   0,  GPS,  252.5, 114.30, 111.00, 120.550, 119.400,       ,       ,       ,      ,       ,       ,    3.3,       ,      ,       ,      ,      ,   0.0,     3D, 3704,      ,       ,  90.0,       
2014-10-29, 10:02:21,  -05:00,       ,   47.9504013,  -97.1732864,   835.5, 30.13,   825.1,   3.0,   0.00,   0.00,   -0.00,   1.12,   0.02,   0.01,   0.04, 174.4, 267.3,  28.0,  28.0,   2.7,   0.3,  21.71,  21.54,     2.27,  121.53,   56.45, 1019.8,  166.20,  173.50,  169.94,  179.23, 1017.05, 1009.10, 1031.17, 1040.39,   737.3,   0,  GPS,  252.5, 114.30, 111.00, 120.550, 119.400,       ,       ,       ,      ,       ,       ,    3.3,       ,      ,       ,      ,      ,   0.0,     3D, 3704,      ,       ,  89.5,       
2014-10-29, 10:02:22,  -05:00,       ,   47.9504013,  -97.1732864,   835.5, 30.13,   825.7,   3.0,   0.00,   0.00,   -0.00,   1.12,  -0.01,  -0.00,   0.02, 174.3, 267.3,  28.0,  28.0,   2.6,   0.3,  21.71,  21.54,     2.31,  121.49,   56.53, 1015.9,  166.60,  173.96,  170.37,  179.70, 1019.27, 1010.03, 1031.87, 1040.87,   737.9,   0,  GPS,  252.5, 114.30, 111.00, 120.550, 119.400,       ,       ,       ,      ,       ,       ,    3.3,       ,      ,       ,      ,      ,   0.0,     3D, 3704,      ,       ,  89.5,       
2014-10-29, 10:02:23,  -05:00,       ,   47.9504013,  -97.1732864,   835.5, 30.13,   826.7,   3.0,   0.00,   0.00,   -0.00,   1.07,   0.01,  -0.00,  -0.01, 174.3, 267.3,  28.0,  28.0,   2.4,   0.3,  21.76,  21.59,     2.26,  121.45,   56.51, 1016.0,  167.11,  174.45,  170.79,  180.18, 1020.47, 1010.54, 1035.02, 1042.04,   738.9,   0,  GPS,  252.5, 114.30, 111.00, 120.550, 119.400,       ,       ,       ,      ,       ,       ,    3.3,       ,      ,       ,      ,      ,   0.0,     3D, 3704,      ,       ,  89.5,       
2014-10-29, 10:02:24,  -05:00,       ,   47.9504013,  -97.1732864,   836.5, 30.13,   827.2,   3.0,   0.00,   0.00,    3.35,   1.10,  -0.01,   0.00,   0.01, 174.3, 267.3,  28.0,  28.0,   2.6,   0.3,  21.76,  21.54,     2.26,  121.41,   56.53, 1016.3,  167.60,  175.00,  171.27,  180.70, 1021.89, 1009.71, 1036.84, 1042.91,   739.4,   0,  GPS,  252.5, 114.30, 111.00, 120.550, 119.400,       ,       ,       ,      ,       ,       ,    3.3,       ,      ,       ,      ,      ,   0.0,     3D, 3704,      ,       ,  89.5,       
2014-10-29, 10:02:25,  -05:00,       ,   47.9504013,  -97.1732864,   836.5, 30.13,   827.4,   3.0,   0.00,   0.00,    5.12,   1.10,   0.00,   0.00,   0.01, 174.3, 267.3,  28.0,  28.0,   2.5,   0.3,  21.76,  21.59,     2.29,  121.36,   56.52, 1017.9,  168.11,  175.45,  171.65,  181.21, 1022.57, 1010.18, 1037.63, 1043.78,   739.6,   0,  GPS,  252.5, 114.30, 111.00, 120.550, 119.400,       ,       ,       ,      ,       ,       ,    3.3,       ,      ,       ,      ,      ,   0.0,     3D, 3704,      ,       ,  89.5,       
2014-10-29, 10:02:26,  -05:00,       ,   47.9504013,  -97.1732864,   836.5, 30.13,   827.6,   3.0,   0.00,   0.00,    3.29,   1.09,   0.02,  -0.01,  -0.01, 174.2, 267.3,  28.0,  28.0,   2.5,   0.3,  21.76,  21.59,     2.28,  121.32,   56.60, 1020.0,  168.46,  175.92,  172.03,  181.64, 1022.61, 1011.50, 1037.37, 1045.60,   739.8,   0,  GPS,  252.5, 114.30, 111.00, 120.550, 119.400,       ,       ,       ,      ,       ,       ,    3.3,       ,      ,       ,      ,      ,   0.0,     3D, 3704,      ,       ,  89.5,       
2014-10-29, 10:02:27,  -05:00,       ,   47.9504013,  -97.1732864,   835.5, 30.13,   828.0,   3.0,   0.00,   0.00,   -3.05,   1.09,   0.03,   0.01,   0.01, 174.3, 267.3,  28.0,  28.0,   2.5,   0.3,  21.76,  21.59,     2.30,  121.28,   56.59, 1022.4,  168.94,  176.44,  172.42,  182.12, 1023.45, 1012.17, 1035.64, 1046.74,   740.1,   0,  GPS,  252.5, 114.30, 111.00, 120.550, 119.400,       ,       ,       ,      ,       ,       ,    3.3,       ,      ,       ,      ,      ,   3.9,     3D, 3704,      ,       ,  89.5,       
2014-10-29, 10:02:28,  -05:00,       ,   47.9504013,  -97.1732864,   835.5, 30.13,   827.5,   3.0,   0.00,   0.00,  -11.17,   1.10,  -0.02,   0.01,  -0.00, 174.3, 267.3,  28.0,  28.0,   2.5,   0.3,  21.81,  21.59,     2.28,  121.24,   56.61, 1019.7,  169.33,  176.87,  172.81,  182.56, 1024.14, 1013.48, 1035.35, 1046.75,   739.7,   0,  GPS,  252.5, 114.30, 111.00, 120.550, 119.400,       ,       ,       ,      ,       ,       ,    3.3,       ,      ,       ,      ,      ,   0.0,     3D, 3704,      ,       ,  89.5,       
2014-10-29, 10:02:29,  -05:00,       ,   47.9504013,  -97.1732864,   835.5, 30.13,   827.4,   3.0,   0.00,   0.00,  -11.00,   1.10,  -0.03,  -0.01,   0.00, 174.2, 267.3,  28.0,  28.0,   2.3,   0.3,  21.81,  21.59,     2.23,  121.20,   56.46, 1018.2,  169.77,  177.38,  173.26,  183.04, 1025.03, 1015.00, 1036.50, 1046.09,   739.6,   0,  GPS,  252.5, 114.30, 111.00, 120.550, 119.400,       ,       ,       ,      ,       ,       ,    3.3,       ,      ,       ,      ,      ,   3.9,     3D, 3704,      ,       ,  89.5,       
